shaft,d,E,L,Phi,lam,n_elem,integration_method,rw_numeric,rw_theory,abs_err,rel_err
shaft_B_alu_d55,55.0,71000.0,202.01907706455444,0.16640139352979552,4.246021098761808,2,single_point,0.9791003483824554,0.9791003483824489,6.5503158452884236e-15,6.69013738592787e-15
shaft_B_alu_d55,55.0,71000.0,202.01907706455444,0.16640139352979552,4.246021098761808,2,exact,0.41624200150415286,0.41624200150415164,1.2212453270876722e-15,2.9339790859032072e-15
shaft_B_alu_d55,55.0,71000.0,151.88039935652623,0.2944003103635423,3.1922103076934087,1,single_point,0.8236000775908858,0.8236000775908856,2.220446049250313e-16,2.696024575113379e-16
shaft_B_alu_d55,55.0,71000.0,151.88039935652623,0.2944003103635423,3.1922103076934087,1,exact,0.24418118067378222,0.24418118067378214,8.326672684688674e-17,3.410038669529094e-16
shaft_B_alu_d55,55.0,71000.0,151.88039935652623,0.2944003103635423,3.1922103076934087,2,single_point,1.0111000775908863,1.0111000775908856,6.661338147750939e-16,6.588208521972115e-16
shaft_B_alu_d55,55.0,71000.0,151.88039935652623,0.2944003103635423,3.1922103076934087,2,exact,0.580580484676825,0.5805804846768259,8.881784197001252e-16,1.5298110135316046e-15
shaft_B_alu_d55,55.0,71000.0,114.18553160366493,0.520858274703275,2.3999425371474574,1,single_point,0.8802145686758196,0.8802145686758187,8.881784197001252e-16,1.009047624644849e-15
shaft_B_alu_d55,55.0,71000.0,114.18553160366493,0.520858274703275,2.3999425371474574,1,exact,0.3870719711866953,0.38707197118669523,5.551115123125783e-17,1.4341299645404526e-16
shaft_B_alu_d55,55.0,71000.0,114.18553160366493,0.520858274703275,2.3999425371474574,2,single_point,1.0677145686758192,1.0677145686758187,4.440892098500626e-16,4.159250261058278e-16
shaft_B_alu_d55,55.0,71000.0,114.18553160366493,0.520858274703275,2.3999425371474574,2,exact,0.7636703523894759,0.7636703523894753,5.551115123125783e-16,7.268993886899892e-16
shaft_B_alu_d55,55.0,71000.0,85.8460715329381,0.9215117402283437,1.8043059906574797,1,single_point,0.9803779350570865,0.9803779350570859,5.551115123125783e-16,5.66221956311425e-16
shaft_B_alu_d55,55.0,71000.0,85.8460715329381,0.9215117402283437,1.8043059906574797,1,exact,0.5900602574191273,0.590060257419127,2.220446049250313e-16,3.763083551775464e-16
shaft_B_alu_d55,55.0,71000.0,85.8460715329381,0.9215117402283437,1.8043059906574797,2,single_point,1.1678779350570847,1.1678779350570858,1.1102230246251565e-15,9.506327598961693e-16
shaft_B_alu_d55,55.0,71000.0,85.8460715329381,0.9215117402283437,1.8043059906574797,2,exact,0.9678159194990369,0.9678159194990368,1.1102230246251565e-16,1.1471427595444317e-16
shaft_B_alu_d55,55.0,71000.0,64.54012075030523,1.6303549902561052,1.3564991900980856,1,single_point,1.1575887475640267,1.1575887475640263,4.440892098500626e-16,3.8363297050406066e-16
shaft_B_alu_d55,55.0,71000.0,64.54012075030523,1.6303549902561052,1.3564991900980856,1,exact,0.8724561313284604,0.8724561313284603,1.1102230246251565e-16,1.272525901026859e-16
shaft_B_alu_d55,55.0,71000.0,64.54012075030523,1.6303549902561052,1.3564991900980856,2,single_point,1.345088747564025,1.3450887475640263,1.3322676295501878e-15,9.904681991897876e-16
shaft_B_alu_d55,55.0,71000.0,64.54012075030523,1.6303549902561052,1.3564991900980856,2,exact,1.220444730229791,1.2204447302297898,1.1102230246251565e-15,9.096872616395497e-16
shaft_B_alu_d55,55.0,71000.0,48.52204780117113,2.8844530983342014,1.0198325906274035,1,single_point,1.4711132745835502,1.4711132745835505,2.220446049250313e-16,1.509364430063271e-16
shaft_B_alu_d55,55.0,71000.0,48.52204780117113,2.8844530983342014,1.0198325906274035,1,exact,1.2780359015238454,1.2780359015238452,2.220446049250313e-16,1.7373894165279712e-16
shaft_B_alu_d55,55.0,71000.0,48.52204780117113,2.8844530983342014,1.0198325906274035,2,single_point,1.6586132745835498,1.6586132745835505,6.661338147750939e-16,4.0162093538190737e-16
shaft_B_alu_d55,55.0,71000.0,48.52204780117113,2.8844530983342014,1.0198325906274035,2,exact,1.5838394647203362,1.5838394647203375,1.3322676295501878e-15,8.4116329920181e-16
shaft_B_alu_d55,55.0,71000.0,36.4794657253256,5.103225816595202,0.7667225461672385,1,single_point,2.0258064541488006,2.0258064541488006,0.0,0.0
shaft_B_alu_d55,55.0,71000.0,36.4794657253256,5.103225816595202,0.7667225461672385,1,exact,1.9029206192579,1.9029206192579,0.0,0.0
shaft_B_alu_d55,55.0,71000.0,36.4794657253256,5.103225816595202,0.7667225461672385,2,single_point,2.213306454148803,2.2133064541488006,2.220446049250313e-15,1.0032257598526989e-15
shaft_B_alu_d55,55.0,71000.0,36.4794657253256,5.103225816595202,0.7667225461672385,2,exact,2.169524441577348,2.169524441577347,8.881784197001252e-16,4.0938852896922307e-16
shaft_B_alu_d55,55.0,71000.0,27.425706043121423,9.028718043709494,0.5764313360877379,1,single_point,3.007179510927373,3.0071795109273736,4.440892098500626e-16,1.4767632202745073e-16
shaft_B_alu_d55,55.0,71000.0,27.425706043121423,9.028718043709494,0.5764313360877379,1,exact,2.932394279481921,2.932394279481921,0.0,0.0
shaft_B_alu_d55,55.0,71000.0,27.425706043121423,9.028718043709494,0.5764313360877379,2,single_point,3.1946795109273713,3.1946795109273736,2.220446049250313e-15,6.950450089454346e-16
shaft_B_alu_d55,55.0,71000.0,27.425706043121423,9.028718043709494,0.5764313360877379,2,exact,3.169420094820973,3.1694200948209756,2.6645352591003757e-15,8.407011943460533e-16
shaft_B_alu_d55,55.0,71000.0,20.6189793904114,15.973768836118778,0.4333680897801839,1,single_point,4.743442209029696,4.743442209029695,8.881784197001252e-16,1.872434364245809e-16
shaft_B_alu_d55,55.0,71000.0,20.6189793904114,15.973768836118778,0.4333680897801839,1,exact,4.699256382815068,4.699256382815067,8.881784197001252e-16,1.8900403539337563e-16
shaft_B_alu_d55,55.0,71000.0,20.6189793904114,15.973768836118778,0.4333680897801839,2,single_point,4.930942209029698,4.930942209029695,3.552713678800501e-15,7.204938788969502e-16
shaft_B_alu_d55,55.0,71000.0,20.6189793904114,15.973768836118778,0.4333680897801839,2,exact,4.916495812365176,4.916495812365177,8.881784197001252e-16,1.8065273593162068e-16
shaft_B_alu_d55,55.0,71000.0,15.50159950062028,28.261076444571938,0.32581140108444634,1,single_point,7.815269111142984,7.815269111142984,0.0,0.0
shaft_B_alu_d55,55.0,71000.0,15.50159950062028,28.261076444571938,0.32581140108444634,1,exact,7.789637791617857,7.789637791617858,8.881784197001252e-16,1.140205030657345e-16
shaft_B_alu_d55,55.0,71000.0,15.50159950062028,28.261076444571938,0.32581140108444634,2,single_point,8.002769111142982,8.002769111142985,3.552713678800501e-15,4.43935546491493e-16
shaft_B_alu_d55,55.0,71000.0,15.50159950062028,28.261076444571938,0.32581140108444634,2,exact,7.99454862180244,7.994548621802442,2.6645352591003757e-15,3.332940213577227e-16
shaft_B_alu_d55,55.0,71000.0,11.654291055229399,50.0,0.2449489742783178,1,single_point,13.250000000000002,13.25,1.7763568394002505e-15,1.340646671245472e-16
shaft_B_alu_d55,55.0,71000.0,11.654291055229399,50.0,0.2449489742783178,1,exact,13.235294117647058,13.235294117647058,0.0,0.0
shaft_B_alu_d55,55.0,71000.0,11.654291055229399,50.0,0.2449489742783178,2,single_point,13.437500000000002,13.4375,1.7763568394002505e-15,1.321939973507163e-16
shaft_B_alu_d55,55.0,71000.0,11.654291055229399,50.0,0.2449489742783178,2,exact,13.432835820895512,13.432835820895523,1.0658141036401503e-14,7.934393882654452e-16
